,commit_month,Author,Passed all test
283,6,Jiaming Yuan,True
284,6,Jiaming Yuan,True
285,6,Jiaming Yuan,True
286,6,Jiaming Yuan,True
287,6,Rong Ou,True
288,6,George Othon,True
289,6,Jacek Laskowski,True
290,6,Rong Ou,True
291,6,Philip Hyunsu Cho,True
292,6,Jake Blitch,True
293,6,ZHAOKAI WANG,True
294,6,Jiaming Yuan,True
295,6,Jiaming Yuan,True
296,6,github-actions[bot],True
297,6,Jiaming Yuan,True
298,6,Philip Hyunsu Cho,True
299,6,Philip Hyunsu Cho,False
300,6,Philip Hyunsu Cho,False
301,6,Rong Ou,False
302,6,ZHAOKAI WANG,True
303,6,dependabot[bot],True
304,6,dependabot[bot],True
305,6,Jiaming Yuan,True
306,6,Jiaming Yuan,True
307,6,Boris,True
308,6,dependabot[bot],True
309,6,Rong Ou,True
310,6,Philip Hyunsu Cho,True
311,6,Philip Hyunsu Cho,True
312,6,Philip Hyunsu Cho,True
313,6,Jiaming Yuan,True
314,6,Philip Hyunsu Cho,True
315,6,Boris,True
316,6,dependabot[bot],True
317,5,ZHAOKAI WANG,True
318,5,Jiaming Yuan,True
319,5,Jiaming Yuan,True
320,5,Jiaming Yuan,True
321,5,Jiaming Yuan,True
322,5,Jiaming Yuan,True
323,5,dependabot[bot],True
324,5,Jiaming Yuan,True
325,5,Jean Lescut-Muller,True
326,5,Bobby Wang,True
327,5,Jiaming Yuan,True
328,5,dependabot[bot],True
329,5,Boris,True
330,5,Jiaming Yuan,True
331,5,michael-gendy-mention-me,True
332,5,Jiaming Yuan,True
333,5,dependabot[bot],False
334,5,Rong Ou,True
335,5,Rong Ou,True
336,5,dependabot[bot],True
337,5,dependabot[bot],True
338,5,dependabot[bot],True
339,5,dependabot[bot],True
340,5,dependabot[bot],True
341,5,Jiaming Yuan,True
342,5,Bobby Wang,True
343,5,Bobby Wang,True
344,5,Bobby Wang,True
345,5,Stephan T. Lavavej,True
346,5,Stephan T. Lavavej,True
347,5,Stephan T. Lavavej,True
348,5,Rong Ou,True
349,5,Rong Ou,True
350,5,Jiaming Yuan,True
351,5,dependabot[bot],True
352,5,dependabot[bot],True
353,5,Philip Hyunsu Cho,True
354,5,Jiaming Yuan,True
355,5,Jiaming Yuan,False
356,5,Uriya Harpeness,True
357,5,Jiaming Yuan,True
358,5,Rong Ou,True
359,5,Jiaming Yuan,True
360,5,Philip Hyunsu Cho,True
361,4,Jiaming Yuan,True
362,4,Jiaming Yuan,True
363,4,Bobby Wang,True
364,4,Jiaming Yuan,True
365,4,Rong Ou,True
366,4,Jiaming Yuan,True
367,4,Jiaming Yuan,True
368,4,Jiaming Yuan,True
369,4,Jiaming Yuan,False
370,4,Rong Ou,False
371,4,Jiaming Yuan,False
372,4,Scott Gustafson,False
373,4,Boris,False
374,4,Rong Ou,False
375,4,dependabot[bot],False
376,4,Bobby Wang,False
377,4,dependabot[bot],False
378,4,Bobby Wang,False
379,4,Bobby Wang,False
380,4,Jiaming Yuan,False
381,4,Rong Ou,True
382,4,Jiaming Yuan,True
383,4,austinzh,True
384,4,dependabot[bot],True
385,4,dependabot[bot],True
386,4,Jiaming Yuan,True
387,4,Philip Hyunsu Cho,True
388,4,Jiaming Yuan,True
389,4,dependabot[bot],True
390,4,Emil Ejbyfeldt,True
391,4,Jiaming Yuan,True
392,4,Rong Ou,True
393,4,Jiaming Yuan,True
394,4,Rong Ou,True
395,4,WeichenXu,True
396,4,Philip Hyunsu Cho,True
397,4,Jiaming Yuan,True
398,4,Jiaming Yuan,True
399,4,Sarah Charlotte Johnson,True
400,4,Jiaming Yuan,True
401,4,Rong Ou,True
402,3,Jiaming Yuan,True
403,3,Jiaming Yuan,True
404,3,Jiaming Yuan,True
405,3,Jiaming Yuan,True
406,3,Jiaming Yuan,True
407,3,Jiaming Yuan,True
408,3,Jiaming Yuan,True
409,3,Rong Ou,True
410,3,Jiaming Yuan,True
411,3,Philip Hyunsu Cho,True
412,3,Rong Ou,True
413,3,Jiaming Yuan,True
414,3,Jiaming Yuan,True
415,3,Jiaming Yuan,True
416,3,dependabot[bot],True
417,3,dependabot[bot],True
418,3,dependabot[bot],True
419,3,Jiaming Yuan,True
420,3,Jiaming Yuan,True
421,3,Jiaming Yuan,True
422,3,Jiaming Yuan,True
423,3,Jiaming Yuan,True
424,3,Jiaming Yuan,True
425,3,Jiaming Yuan,True
426,3,Jiaming Yuan,True
427,3,Rong Ou,True
428,3,Philip Hyunsu Cho,True
429,3,dependabot[bot],True
430,3,Jiaming Yuan,True
431,3,Philip Hyunsu Cho,True
432,3,Quentin Fiard,True
433,3,Jiaming Yuan,True
434,3,Jiaming Yuan,True
435,3,Philip Hyunsu Cho,True
436,3,dependabot[bot],True
437,3,Jiaming Yuan,True
438,3,Jiaming Yuan,True
439,3,Jiaming Yuan,True
440,3,Jiaming Yuan,True
441,3,Jiaming Yuan,True
442,3,Jiaming Yuan,True
443,3,Jiaming Yuan,True
444,3,Jiaming Yuan,True
445,3,Jiaming Yuan,True
446,3,Jiaming Yuan,True
447,3,Jiaming Yuan,True
448,3,Jiaming Yuan,True
449,3,Rong Ou,True
450,3,Jiaming Yuan,True
451,3,Jiaming Yuan,True
452,3,Jiaming Yuan,True
453,3,Jiaming Yuan,True
454,3,Jiaming Yuan,True
455,3,Jiaming Yuan,True
456,3,Krzysztof Dyba,True
457,3,Jiaming Yuan,True
458,3,dependabot[bot],True
459,3,Jiaming Yuan,True
460,3,dependabot[bot],True
461,3,Jiaming Yuan,True
462,3,dependabot[bot],True
463,3,dependabot[bot],True
464,3,dependabot[bot],True
465,3,dependabot[bot],True
466,3,dependabot[bot],True
467,3,Jiaming Yuan,True
468,3,Jiaming Yuan,True
469,3,Jiaming Yuan,True
470,3,Jiaming Yuan,True
471,3,Jiaming Yuan,True
472,3,Jiaming Yuan,True
473,3,Rong Ou,True
474,3,Rory Mitchell,True
475,3,mzzhang95,True
476,3,Jiaming Yuan,True
477,3,Rong Ou,True
478,3,Rong Ou,True
479,3,Philip Hyunsu Cho,True
480,2,Jiaming Yuan,True
481,2,Rong Ou,True
482,2,Mauro Leggieri,True
483,2,Rong Ou,True
484,2,dependabot[bot],True
485,2,dependabot[bot],True
486,2,dependabot[bot],True
487,2,Jiaming Yuan,True
488,2,Jiaming Yuan,True
489,2,Jiaming Yuan,True
490,2,Jiaming Yuan,True
491,2,Jiaming Yuan,True
492,2,Jiaming Yuan,True
493,2,Rong Ou,True
494,2,WeichenXu,True
495,2,Jiaming Yuan,True
496,2,Jiaming Yuan,True
497,2,Jiaming Yuan,True
498,2,Jiaming Yuan,True
499,2,Jiaming Yuan,True
500,2,Rong Ou,True
501,2,Jiaming Yuan,True
502,2,Jiaming Yuan,True
503,2,Jiaming Yuan,True
504,2,Jiaming Yuan,True
505,2,Jiaming Yuan,True
506,2,Dai-Jie (Jay) Wu,True
507,2,Jiaming Yuan,True
508,2,Jiaming Yuan,True
509,2,Jiaming Yuan,True
510,2,Rong Ou,True
511,2,Jiaming Yuan,True
512,2,Jiaming Yuan,True
513,2,Jiaming Yuan,True
514,2,Jiaming Yuan,True
515,2,Jiaming Yuan,True
516,2,Jiaming Yuan,True
517,2,Rory Mitchell,True
518,2,Rong Ou,True
519,2,Jiaming Yuan,True
520,2,BenEfrati,True
521,2,Philip Hyunsu Cho,True
522,2,Jiaming Yuan,True
523,1,Hamel Husain,True
524,1,James Lamb,True
525,1,Jiaming Yuan,True
526,1,Jiaming Yuan,True
527,1,Jiaming Yuan,True
528,1,Rong Ou,True
529,1,James Lamb,True
530,1,Philip Hyunsu Cho,True
531,1,James Lamb,True
532,1,Jiaming Yuan,True
533,1,Jiaming Yuan,True
534,1,Jiaming Yuan,True
535,1,Jiaming Yuan,True
536,1,James Lamb,True
537,1,Jiaming Yuan,True
538,1,Jiaming Yuan,True
539,1,Jiaming Yuan,True
540,1,Rong Ou,True
541,1,James Lamb,True
542,1,Jiaming Yuan,True
543,1,James Lamb,True
544,1,Jiaming Yuan,True
545,1,Jiaming Yuan,True
546,1,Jiaming Yuan,True
547,1,Jiaming Yuan,True
548,1,dependabot[bot],True
549,1,dependabot[bot],True
550,1,James Lamb,True
551,1,Jiaming Yuan,True
552,1,James Lamb,True
553,1,Jiaming Yuan,True
554,1,Jiaming Yuan,True
555,1,Jiaming Yuan,True
556,1,Jiaming Yuan,True
557,1,Bobby Wang,True
558,1,Jiaming Yuan,True
559,1,Jiaming Yuan,True
560,1,Jiaming Yuan,True
561,1,Bobby Wang,True
562,1,Jiaming Yuan,True
563,1,Emre Batuhan Baloğlu,True
564,1,Jiaming Yuan,True
565,1,Jiaming Yuan,True
566,1,Bobby Wang,True
567,1,Jiaming Yuan,True
568,1,Jiaming Yuan,True
569,1,James Lamb,True
570,1,Jiaming Yuan,True
571,1,Jiaming Yuan,True
572,1,dependabot[bot],True
573,1,James Lamb,True
